Страна;Регион;Город;Оператор;Код;Тип (моб - 1, стационарный - 0)
Великобритания;;;роуминг Vodafone;447823;1
Великобритания;;;роуминг Vodafone;447824;1
Великобритания;;;NTS 843;44843;0
Великобритания;;;Orange;447975;1
Великобритания;;;Orange;447976;1
Великобритания;;;;4478722;1
Великобритания;;;;4478933;1
Великобритания;;;;4478939;1
Великобритания;;;;4478744;1
Великобритания;;;;4478644;1
Великобритания;;;;4478730;1
Великобритания;;;;4478925;1
Великобритания;;;;4478930;1
Великобритания;;;;4478727;1
Великобритания;;;;4478745;1
Великобритания;;;;4478920;1
Великобритания;;;;4478922;1
Великобритания;;;;4478921;1
Великобритания;;;;4478938;1
Великобритания;;;;4478931;1
Великобритания;;;NTS 872;44872;0
Великобритания;;;NTS 873;44873;0
Великобритания;;;Wide;443;0
Великобритания;;;O2;447999;1
Великобритания;;;Vodafone;447407;1
Великобритания;;;Vodafone;447557;1
Венгрия;;;;36;0
Венгрия;;;Pannon;3620;1
Венгрия;;;T-Mobile;3630;1
Венгрия;;; Vodafone;3670;1
Венгрия;;Будапешт;;361;0
Венгрия;;;Tesco;3631;1
Венесуэла;;;;58;0
Венесуэла;;Каракас;;58212;0
Венесуэла;;;;5841;1
Венесуэла;;;;5842;1
Вознесения о-в;;;;247;0
Вьетнам;;;;84;0
Вьетнам;;;;84121;1
Вьетнам;;;;84122;1
Вьетнам;;;;84123;1
Вьетнам;;;;84125;1
Вьетнам;;;;84126;1
Вьетнам;;;;84127;1
Вьетнам;;;;84128;1
Вьетнам;;;;84129;1
Вьетнам;;;;84164;1
Вьетнам;;;;84165;1
Вьетнам;;;;84166;1
Вьетнам;;;;84167;1
Вьетнам;;;;84168;1
Вьетнам;;;;84169;1
Вьетнам;;;;84199;1
Вьетнам;;;;849;1
Вьетнам;;;специальные сервисы;841900;0
Габон;;;;241;0
Габон;;;;24103;1
Габон;;;Celtel;24104;1
Габон;;;Celtel;24107;1
Габон;;;Libertis;24106;1
Габон;;;Telecel;24105;1
Габон;;;;2413;1
Габон;;;Libertis;2416;1
Габон;;;Telecel;2415;1
Гаити;;;;509;0
Гаити;;;;5093-5099;1
Гайана;;;;592;0
Гайана;;;;592601;1
Гайана;;;;592602;1
Гайана;;;;59261;1
Гайана;;;;592604;1
Гайана;;;;592609;1
Гайана;;;;592656;1
Гайана;;;;592600;1
Гайана;;;;592639;1
Гайана;;;;592658;1
Гайана;;;;59266;1
Гайана;;;;592603;1
Гайана;;;;592652;1
Гайана;;;;592657;1
Гайана;;;;59267;1
Гайана;;;;59269;1
Гайана;;;;592638;1
Гайана;;;;592654;1
Гайана;;;;592651;1
Гайана;;;;59264;1
Гайана;;;;592650;1
Гайана;;;;592653;1
Гайана;;;;59262;1
Гайана;;;;592655;1
Гайана;;;;59268;1
Гамбия;;;;220;0
Гамбия;;;;2203;1
Гамбия;;;;2206;1
Гамбия;;;;2207;1
Гамбия;;;;2209;1
Гана;;;;233;0
Гана;;Аккра;;233302;0
Гана;;;;23320;1
Гана;;;;23323;1
Гана;;;;23324;1
Гана;;;;23326;1
Гана;;;;23327;1
Гана;;;;23328;1
Гана;;;;23354;1
Гваделупа;;;;590;0
Гваделупа;;;;590690;1
Гватемала;;;;502;0
Гватемала;;;;5024;1
Гватемала;;;;5025;1
Гвинея;;;;224;0
Гвинея;;;Areeba;22464;1
Гвинея;;;Cellcom;22465;1
Гвинея;;;Cellcom;22467;1
Гвинея;;; Intercel;22463;1
Гвинея;;;Orange;22462;1
Гвинея;;;Orange;22468;1
Гвинея;;;Others;2246;1
Гвинея;;;Sotelgui;22460;1
Гвинея-Биссау;;;;245;0
Гвинея-Биссау;;;Guinetel;2457;1
Гвинея-Биссау;;;Orange;2455;1
Гвинея-Биссау;;;Spacetel;2456;1
Германия;;;;49;0
Германия;;;;4932;0
Германия;;;;49115;0
Германия;;;;49116;0
Германия;;;;49118;0
Германия;;;;4912;0
Германия;;;;4913;0
Германия;;;;49191;0
Германия;;;;49192;0
Германия;;;;49193;0
Германия;;;;49194;0
Германия;;;E-Plus;49150;1
Германия;;;E-Plus;49155;1
Германия;;;E-Plus;49156;1
Германия;;;E-Plus;49157;1
Германия;;;E-Plus;49163;1
Германия;;;E-Plus;49178;1
Германия;;;Others;4915;1
Германия;;;Others;4916;1
Германия;;;Others;49700;1
Германия;;;Others;49701;1
Германия;;;О2;49159;1
Германия;;;О2;49179;1
Германия;;;T-Mobile;49151;1
Германия;;;T-Mobile;49160;1
Германия;;;T-Mobile;49170;1
Германия;;;T-Mobile;49171;1
Германия;;;T-Mobile;49175;1
Германия;;;Vodafone;49152;1
Германия;;;Vodafone;49162;1
Германия;;;Vodafone;49173;1
Германия;;;Vodafone;49174;1
Германия;;; роуминг E-Plus;49177;1
Германия;;; роуминг 02;49176;1
Германия;;; роуминг Vodafone;49172;1
Германия;;;;4918;0
Гибралтар;;;;350;0
Гибралтар;;;;3505;1
Гибралтар;;;;3506;1
Гондурас;;;;504;0
Гондурас;;;;5043;1
Гондурас;;;;5047;1
Гондурас;;;;5048;1
Гондурас;;;;5049;1
Гонконг;;;;852;0
Гонконг;;;;85217;1
Гонконг;;;;85251;1
Гонконг;;;;85253;1
Гонконг;;;;85254;1
Гонконг;;;;85256;1
Гонконг;;;;8526;1
Гонконг;;;;8529;1
Гренада;;;;1473;0
Гренландия;;;;299;0
Греция;;;;30;0
Греция;;;Cosmote;30697;1
Греция;;;Cosmote;30698;1
Греция;;;Others;3069;1
Греция;;;Vodafone;30694;1
Греция;;;Vodafone;30695;1
Греция;;;Wind;30690;1
Греция;;;Wind;30693;1
Греция;;;Wind;30699;1
Греция;;;роуминг Cosmote;3069710;1
Греция;;;роуминг Vodafone;3069423;1
Греция;;; роуминг Wind;3069350;1
Грузия;;;;995;0
Грузия;;Аджария;;9952;0
Грузия;;;Geocell;99514;1
Грузия;;;Geocell;99555;1
Грузия;;;Geocell;99557;1
Грузия;;;Geocell;99558;1
Грузия;;;Geocell;99577;1
Грузия;;;Geocell;99593;1
Грузия;;;Magticom;99591;1
Грузия;;;Magticom;99595;1
Грузия;;;Magticom;99596;1
Грузия;;;Magticom;99598;1
Грузия;;;Magticom;99599;1
Грузия;;;Mobitel;99568;1
Грузия;;;Mobitel;99571;1
Грузия;;;Mobitel;99574;1
Грузия;;;Mobitel;99579;1
Грузия;;;Mobitel;99592;1
Грузия;;;Others;99551;1
Грузия;;;Others;99570;1
Грузия;;;Others;99578;1
Грузия;;;Others;99590;1
Грузия;;;Others;99597;1
Грузия;;;роуминг Geocell;995550;1
Грузия;;;роуминг Geocell;995778;1
Грузия;;;роуминг Geocell;995939;1
Грузия;;;роуминг Magticom;9959959;1
Грузия;;Абхазия;;99544;0
Грузия;;;Специальные Сервисы;99572;0
Грузия;;;Специальные Сервисы;99576;0
Грузия;;Тбилиси;;99532;0
Грузия;;;Magti;995790;0
Грузия;;;Silk;995791;0
Грузия;;;Geocell;995593;1
Грузия;;;Geocell;995514;1
Грузия;;;Geocell;995558;1
Грузия;;;Geocell;995557;1
Грузия;;;Geocell;995555;1
Грузия;;;Geocell;995577;1
Грузия;;;Magticom;995591;1
Грузия;;;Magticom;995599;1
Грузия;;;Magticom;995596;1
Грузия;;;Magticom;995595;1
Грузия;;;Magticom;995551;1
Грузия;;;Magticom;995598;1
Грузия;;;Mobitel;995568;1
Грузия;;;Mobitel;995592;1
Грузия;;;Mobitel;995574;1
Грузия;;;Mobitel;995597;1
Грузия;;;Mobitel;995571;1
Грузия;;;Mobitel;995579;1
Грузия;;;SilkNet;995570;1
Грузия;;;;9955;1
Гуам;;;;1671;0
Дания;;;;45;0
Дания;;;ИСС;45801;0
Дания;;;Barablu;4531312;1
Дания;;;Barablu;45318;1
Дания;;;Barablu;45428;1
Дания;;;Barablu;454290;1
Дания;;;Barablu;454293;1
Дания;;;Barablu;455063;1
Дания;;;Barablu;455064;1
Дания;;;Barablu;455068;1
Дания;;;Barablu;455069;1
Дания;;;Barablu;456098;1
Дания;;;Hi3G;4531;1
Дания;;;Hi3G;454291;1
Дания;;;Hi3G;454292;1
Дания;;;Hi3G;454294;1
Дания;;;Hi3G;454295;1
Дания;;;Hi3G;455211;1
Дания;;;Hi3G;455212;1
Дания;;;Hi3G;45535;1
Дания;;;Hi3G;45536;1
Дания;;;Hi3G;45537;1
Дания;;;Hi3G;45538;1
Дания;;;Others;452;1
Дания;;;Others;4542;1
Дания;;;Others;4552;1
Дания;;;Others;4553;1
Дания;;;Others;4560;1
Дания;;;Others;4571;1
Дания;;;Others;4581;1
Дания;;;Sonofon;45206;1
Дания;;;Sonofon;45207;1
Дания;;;Sonofon;45208;1
Дания;;;Sonofon;45209;1
Дания;;;Sonofon;4522;1
Дания;;;Sonofon;4525;1
Дания;;;Sonofon;45319;1
Дания;;;Sonofon;45405;1
Дания;;;Sonofon;45406;1
Дания;;;Sonofon;45407;1
Дания;;;Sonofon;45408;1
Дания;;;Sonofon;45409;1
Дания;;;Sonofon;4541;1
Дания;;;Sonofon;45424;1
Дания;;;Sonofon;45425;1
Дания;;;Sonofon;454260;1
Дания;;;Sonofon;454270;1
Дания;;;Sonofon;454275;1
Дания;;;Sonofon;454280;1
Дания;;;Sonofon;4550;1
Дания;;;Sonofon;455210;1
Дания;;;Sonofon;455220;1
Дания;;;Sonofon;455222;1
Дания;;;Sonofon;455225;1
Дания;;;Sonofon;455230;1
Дания;;;Sonofon;455233;1
Дания;;;Sonofon;455240;1
Дания;;;Sonofon;455242;1
Дания;;;Sonofon;455244;1
Дания;;;Sonofon;45525;1
Дания;;;Sonofon;45526;1
Дания;;;Sonofon;45527;1
Дания;;;Sonofon;45528;1
Дания;;;Sonofon;45529;1
Дания;;;Sonofon;45531;1
Дания;;;Sonofon;455333;1
Дания;;;Sonofon;45539;1
Дания;;;Sonofon;45605;1
Дания;;;Sonofon;45606;1
Дания;;;Sonofon;45607;1
Дания;;;Sonofon;45608;1
Дания;;;Sonofon;45609;1
Дания;;;Sonofon;45618;1
Дания;;;Sonofon;45619;1
Дания;;;Sonofon;45711;1
Дания;;;Sonofon;45712;1
Дания;;;Sonofon;457170;1
Дания;;;Sonofon;457171;1
Дания;;;Sonofon;457174;1
Дания;;;Sonofon;457175;1
Дания;;;Sonofon;457176;1
Дания;;;Sonofon;457177;1
Дания;;;Sonofon;457191;1
Дания;;;Sonofon;457192;1
Дания;;;Sonofon;45811;1
Дания;;;Sonofon;45812;1
Дания;;;Sonofon;45813;1
Дания;;;Sonofon;458181;1
Дания;;;Sonofon;458182;1
Дания;;;TDC;4520;1
Дания;;;TDC;4521;1
Дания;;;TDC;4523;1
Дания;;;TDC;4524;1
Дания;;;TDC;452596;1
Дания;;;TDC;4529;1
Дания;;;TDC;4530;1
Дания;;;TDC;4540;1
Дания;;;TDC;455060;1
Дания;;;TDC;455061;1
Дания;;;TDC;4551;1
Дания;;;TDC;456099;1
Дания;;;TDC;4561;1
Дания;;;TDC;45713;1
Дания;;;TDC;45714;1
Дания;;;TDC;45715;1
Дания;;;TDC;45716;1
Дания;;;TDC;45718;1
Дания;;;Telia;452395;1
Дания;;;Telia;4526;1
Дания;;;Telia;4527;1
Дания;;;Telia;4528;1
Дания;;;Telia;45420;1
Дания;;;Telia;45421;1
Дания;;;Telia;45422;1
Дания;;;Telia;45423;1
Дания;;;Telia;454276;1
Дания;;;Telia;454277;1
Дания;;;Telia;454278;1
Дания;;;Telia;454279;1
Дания;;;Telia;454296;1
Дания;;;Telia;454297;1
Дания;;;Telia;454298;1
Дания;;;Telia;454299;1
Дания;;;Telia;455188;1
Дания;;;Telia;455189;1
Дания;;;Telia;45521;1
Дания;;;Telia;45522;1
Дания;;;Telia;45523;1
Дания;;;Telia;45524;1
Дания;;;Telia;455319;1
Дания;;;Telia;45532;1
Дания;;;Telia;45533;1
Дания;;;Telia;45534;1
Дания;;;Telia;45601;1
Дания;;;Telia;45602;1
Дания;;;Telia;45603;1
Дания;;;Telia;45604;1
Дания;;;Telia;456146;1
Дания;;;Hi3G;45426;1
Дания;;;Hi3G;454273;1
Дания;;;Hi3G;454274;1
Дания;;;Hi3G;454271;1
Дания;;;Hi3G;454272;1
Дания;;;Hi3G;454283;1
Дания;;;Telenor;458162;1
Дания;;;Telenor;458171;1
Дания;;;Telenor;457179;1
Дания;;;Telenor;458164;1
Дания;;;Telenor;458172;1
Дания;;;Telenor;458193;1
Дания;;;Telenor;457194;1
Дания;;;Telenor;458160;1
Дания;;;Telenor;458191;1
Дания;;;Telenor;457172;1
Дания;;;Telenor;45815;1
Дания;;;Telenor;458161;1
Дания;;;Telenor;458175;1
Дания;;;Telenor;458194;1
Дания;;;Telenor;456050;1
Дания;;;Telenor;458165;1
Дания;;;Telenor;458173;1
Дания;;;Telenor;458190;1
Дания;;;Telenor;458192;1
Дания;;;Telenor;457195;1
Дания;;;Telenor;458163;1
Дания;;;Telenor;458180;1
Дания;;;Telenor;457178;1
Дания;;;Telenor;457190;1
Дания;;;Telenor;458174;1
Дания;;;Telia;454286;1
Дания;;;Telia;454282;1
Дания;;;;458138;1
Дания;;;;458137;1
Дания;;;;458139;1
Дания;;;;455398;1
Дания;;;;454285;1
Дания;;;;4590;1
Дания;;;;4591;1
Демократическая Республика Конго;;;;243;0
Демократическая Республика Конго;;;;2438;1
Демократическая Республика Конго;;;;2439;1
Джибути;;;;253;0
Диего Гарсия;;;;246;0
Доминика;;;;1767420;1
Доминика;;;;1767421;1
Доминикана;;;;1767;0
Доминикана;;;;1767225;1
Доминикана;;;;1767235;1
Доминикана;;;;1767245;1
Доминикана;;;;1767265;1
Доминикана;;;;1767275;1
Доминикана;;;;1767276;1
Доминикана;;;;1767277;1
Доминикана;;;;1767285;1
Доминикана;;;;1767295;1
Доминикана;;;;1767315;1
Доминикана;;;;1767316;1
Доминикана;;;;1767317;1
Доминикана;;;;176761;1
Доминиканская Республика;;;;1809;0
Доминиканская Республика;;;;1829;0
Доминиканская Республика;;;;1849;0
Египет;;;;20;0
Египет;;;;2010;1
Египет;;;;2011;1
Египет;;;;2012;1
Египет;;;;2014;1
Египет;;;;20150;1
Египет;;;;20151;1
Египет;;;;20152;1
Египет;;;;2016;1
Египет;;;;2017;1
Египет;;;;2018;1
Египет;;;;2019;1
Египет;;;Etisalat;20155;1
Египет;;;Etisalat;2011794;1
Египет;;;Etisalat;201138;1
Египет;;;MobiNil;201509;1
Египет;;;MobiNil;201220;1
Египет;;;MobiNil;201837;1
Замбия;;;;260;0
Замбия;;;;26094-26099;1
Замбия;;;;26099;1
Замбия;;;;26097;1
Замбия;;;;26094;1
Замбия;;;;26095;1
Замбия;;;;26098;1
Замбия;;;;26096;1
Западное Самоа;;;;685;0
Зимбабве;;;;263;0
Зимбабве;;;VoIP;26386;0
Зимбабве;;;Econet;26377;1
Зимбабве;;;Econet;26391;1
Зимбабве;;;NetOne;26311;1
Зимбабве;;;NetOne;26371;1
Зимбабве;;;Telecel;26323;1
Зимбабве;;;Telecel;26373;1
Зимбабве;;;Специальные Сервисы;26391279;0
Зимбабве;;;Специальные Сервисы;26391379;0
Зимбабве;;;специальные сервисы;26391379;0
Израиль;;;;972;0
Израиль;;;IFS;97213764;0
Израиль;;;;9721515;1
Израиль;;;;9721535;1
Израиль;;;;9725;1
Израиль;;;;9726;1
Израиль;;Палестина;;97222;0
Израиль;;Палестина;;97242;0
Израиль;;Палестина;;97282;0
Израиль;;Палестина;;97292;0
Израиль;;Палестина;;97256;1
Израиль;;Палестина;;97259;1
Израиль;;;;972153;1
Израиль;;;;972151;1
Индия;;;;91;0
Индия;;;BSNL;9194;1
Индия;;;Others;919;1
Индия;;Андра Прадеш;;9186-89;0
Индия;;Ахмедабад;;9179;0
Индия;;Бангалор;;9180;0
Индия;;Карнатка;;91833;0
Индия;;Карнатка;;91836;0
Индия;;Карнатка;;91830;0
Индия;;Карнатка;;91844;0
Индия;;Карнатка;;9181;0
Индия;;Карнатка;;9182;0
Индия;;Карнатка;;91837;0
Индия;;Карнатка;;91842;0
Индия;;Карнатка;;91839;0
Индия;;Карнатка;;91853;0
Индия;;Карнатка;;91848;0
Индия;;Карнатка;;918419;0
Индия;;Карнатка;;91831;0
Индия;;Карнатка;;91838;0
Индия;;Карнатка;;91835;0
Индия;;Карнатка;;91847;0
Индия;;;;918;1
Индия;;;;917;1
Индия;;;BSNL;917587;1
Индия;;;BSNL;918762;1
Индия;;;BSNL;918901;1
Индия;;;BSNL;917579;1
Индия;;;BSNL;917599;1
Индия;;;BSNL;917839;1
Индия;;;BSNL;9180051;1
Индия;;;BSNL;918277;1
Индия;;;BSNL;918278;1
Индия;;;BSNL;9183319;1
Индия;;;BSNL;9183330;1
Индия;;;BSNL;918763;1
Индия;;;BSNL;918903;1
Индия;;;BSNL;919193;1
Индия;;;BSNL;917380;1
Индия;;;BSNL;918275;1
Индия;;;BSNL;9183318;1
Индия;;;BSNL;9183328;1
Индия;;;BSNL;918544;1
Индия;;;BSNL;918902;1
Индия;;;BSNL;918987;1
Индия;;;BSNL;919531;1
Индия;;;BSNL;917376;1
Индия;;;BSNL;9180050;1
Индия;;;BSNL;9180052;1
Индия;;;BSNL;9180054;1
Индия;;;BSNL;918281;1
Индия;;;BSNL;9183329;1
Индия;;;BSNL;9183338;1
Индия;;;BSNL;918480;1
Индия;;;BSNL;919196;1
Индия;;;BSNL;919683;1
Индия;;;BSNL;917597;1
Индия;;;BSNL;918004;1
Индия;;;BSNL;918300;1
Индия;;;BSNL;9183310;1
Индия;;;BSNL;918500;1
Индия;;;BSNL;918547;1
Индия;;;BSNL;918580;1
Индия;;;BSNL;918764;1
Индия;;;BSNL;918895;1
Индия;;;BSNL;919684;1
Индия;;;BSNL;917382;1
Индия;;;BSNL;917588;1
Индия;;;BSNL;918280;1
Индия;;;BSNL;9183309;1
Индия;;;BSNL;918989;1
Индия;;;BSNL;91918;1
Индия;;;BSNL;919191;1
Индия;;;BSNL;919530;1
Индия;;;BSNL;919532;1
Индия;;;BSNL;917598;1
Индия;;;BSNL;9183339;1
Индия;;;BSNL;918986;1
Индия;;;BSNL;918988;1
Индия;;;BSNL;919194;1
Индия;;;BSNL;919195;1
Индия;;;BSNL;919682;1
Индия;;;BSNL;917589;1
Индия;;;BSNL;9180053;1
Индия;;;BSNL;918279;1
Индия;;;BSNL;9183320;1
Индия;;;BSNL;918765;1
Индия;;;BSNL;918887;1
Индия;;;BSNL;918900;1
Индия;;;BSNL;918985;1
Индия;;;BSNL;919190;1
Индия;;;BSNL;919192;1
Индия;;;BSNL;919197;1
Индонезия;;;;62;0
Индонезия;;Джакарта;;6221;0
Индонезия;;;Exelcom;62817;1
Индонезия;;;Exelcom;62818;1
Индонезия;;;Exelcom;62819;1
Индонезия;;;Exelcom;62859;1
Индонезия;;;Exelcom;62877;1
Индонезия;;;Exelcom;62878;1
Индонезия;;;Indosat;62814;1
Индонезия;;;Indosat;62815;1
Индонезия;;;Indosat;62816;1
Индонезия;;;Indosat;62855;1
Индонезия;;;Indosat;62856;1
Индонезия;;;Indosat;62857;1
Индонезия;;;Indosat;62858;1
Индонезия;;;Others;628;1
Индонезия;;;Satellite;62868;1
Индонезия;;;Telkomsel;62811;1
Индонезия;;;Telkomsel;62812;1
Индонезия;;;Telkomsel;62813;1
Индонезия;;;Telkomsel;62852;1
Индонезия;;;Telkomsel;62853;1
Иордания;;;;962;0
Иордания;;;;9627;1
Ирак;;;;964;0
Ирак;;Багдад;;9641;0
Ирак;;;;9647;1
Ирак;;;Zain;96478;1
Ирак;;;Zain;96479;1
Ирак;;;Asia;96477;1
Ирак;;;Korek;96475;1
Ирак;;;Спец. сервис;964821;0
Ирак;;;Спец. сервис;964822;0
Ирак;;;;96466;0
Ирак;;;;96462;0
Иран;;;;98;0
Иран;;;;989;1
Иран;;Тегеран;;9821;0
Ирландия;;;;353;0
Ирландия;;;Universal Access;353818;1
Ирландия;;;VoIP Access;35376;0
Ирландия;;;Hi3G;35383;1
Ирландия;;;Meteor;35385;1
Ирландия;;; Others;3538;1
Ирландия;;; Vodafone;35382;1
Ирландия;;; Vodafone;35387;1
Ирландия;;;2;35386;1
Ирландия;;;роуминг Meteor;353857;1
Ирландия;;;роуминг Vodafone;353872;1
Ирландия;;;персональные номера;353700;0
Исландия;;;;354;0
Исландия;;;Others;354388;1
Исландия;;;Others;354389;1
Исландия;;;Others;3546;1
Исландия;;;Others;35477;1
Исландия;;;Siminn;354632;1
Исландия;;;Siminn;354637;1
Исландия;;;Siminn;354826;1
Исландия;;;Siminn;354827;1
Исландия;;;Siminn;354828;1
Исландия;;;Siminn;354829;1
Исландия;;;Siminn;35483;1
Исландия;;;Siminn;35484;1
Исландия;;;Siminn;35485;1
Исландия;;;Siminn;35486;1
Исландия;;;Siminn;35487;1
Исландия;;;Siminn;35488;1
Исландия;;;Siminn;35489;1
Исландия;;;Vodafone;354615;1
Исландия;;;Vodafone;354616;1
Исландия;;;Vodafone;354617;1
Исландия;;;Vodafone;354618;1
Исландия;;;Vodafone;35462;1
Исландия;;;Vodafone;354649;1
Исландия;;;Vodafone;354659;1
Исландия;;;Vodafone;35466;1
Исландия;;;Vodafone;35467;1
Исландия;;;Vodafone;35468;1
Исландия;;;Vodafone;35469;1
Исландия;;;Vodafone;35475;1
Исландия;;;Vodafone;354820;1
Исландия;;;Vodafone;354821;1
Исландия;;;Vodafone;354822;1
Исландия;;;Vodafone;354823;1
Исландия;;;Vodafone;354824;1
Исландия;;;Vodafone;354825;1
Исландия;;;Zero Nine;354380;1
Исландия;;;Zero Nine;354655;1
Исландия;;;Siminn;354631;1
Исландия;;;Siminn;354385;1
Исландия;;;;354781;1
Исландия;;;;354780;1
Исландия;;;;354783;1
Исландия;;;;354782;1
Испания;;;;34;0
Испания;;; Amena;34605;1
Испания;;; Amena;34615;1
Испания;;; Amena;34625;1
Испания;;; Amena;34632;1
Испания;;; Amena;34635;1
Испания;;; Amena;34640;1
Испания;;; Amena;34644;1
Испания;;; Amena;34645;1
Испания;;; Amena;34651;1
Испания;;; Amena;34652;1
Испания;;; Amena;34653;1
Испания;;; Amena;34654;1
Испания;;; Amena;34655;1
Испания;;; Amena;34657;1
Испания;;; Amena;34658;1
Испания;;; Amena;34665;1
Испания;;; Amena;34675;1
Испания;;; Amena;34685;1
Испания;;; Amena;346880;1
Испания;;; Amena;346882;1
Испания;;; Amena;34691;1
Испания;;; Amena;34692;1
Испания;;; Amena;34693;1
Испания;;; Amena;34695;1
Испания;;; Amena;346982;1
Испания;;; Amena;346983;1
Испания;;; Amena;346984;1
Испания;;; Amena;346985;1
Испания;;; Amena;346986;1
Испания;;; Amena;346987;1
Испания;;; Amena;346988;1
Испания;;;Others;346;1
Испания;;;Telefonica (Movistar);34659;1
Испания;;;Telefonica (Movistar);34660;1
Испания;;;Telefonica (Movistar);346686;1
Испания;;;Telefonica (Movistar);346688;1
Испания;;;Telefonica (Movistar);34669;1
Испания;;;Telefonica (Movistar);34676;1
Испания;;;Telefonica (Movistar);34601;1
Испания;;;Telefonica (Movistar);346021;1
Испания;;;Telefonica (Movistar);346022;1
Испания;;;Telefonica (Movistar);346023;1
Испания;;;Telefonica (Movistar);34606;1
Испания;;;Telefonica (Movistar);34608;1
Испания;;;Telefonica (Movistar);34616;1
Испания;;;Telefonica (Movistar);34618;1
Испания;;;Telefonica (Movistar);34620;1
Испания;;;Telefonica (Movistar);34626;1
Испания;;;Telefonica (Movistar);34628;1
Испания;;;Telefonica (Movistar);34636;1
Испания;;;Telefonica (Movistar);34638;1
Испания;;;Telefonica (Movistar);346422;1
Испания;;;Telefonica (Movistar);346427;1
Испания;;;Telefonica (Movistar);346428;1
Испания;;;Telefonica (Movistar);346429;1
Испания;;;Telefonica (Movistar);34646;1
Испания;;;Telefonica (Movistar);34648;1
Испания;;;Telefonica (Movistar);34649;1
Испания;;;Telefonica (Movistar);34650;1
Испания;;;Telefonica (Movistar);34679;1
Испания;;;Telefonica (Movistar);34680;1
Испания;;;Telefonica (Movistar);34681;1
Испания;;;Telefonica (Movistar);34682;1
Испания;;;Telefonica (Movistar);346840;1
Испания;;;Telefonica (Movistar);346841;1
Испания;;;Telefonica (Movistar);34686;1
Испания;;;Telefonica (Movistar);34689;1
Испания;;;Telefonica (Movistar);34696;1
Испания;;;Telefonica (Movistar);34699;1
Испания;;; Vodafone;34600;1
Испания;;; Vodafone;346111;1
Испания;;; Vodafone;346116;1
Испания;;; Vodafone;34617;1
Испания;;; Vodafone;34627;1
Испания;;; Vodafone;34634;1
Испания;;; Vodafone;34637;1
Испания;;; Vodafone;34647;1
Испания;;; Vodafone;34661;1
Испания;;; Vodafone;34662;1
Испания;;; Vodafone;34663;1
Испания;;; Vodafone;34664;1
Испания;;; Vodafone;34666;1
Испания;;; Vodafone;34667;1
Испания;;; Vodafone;34670;1
Испания;;; Vodafone;34671;1
Испания;;; Vodafone;34672;1
Испания;;; Vodafone;34673;1
Испания;;; Vodafone;34674;1
Испания;;; Vodafone;34677;1
Испания;;; Vodafone;34678;1
Испания;;; Vodafone;346846;1
Испания;;; Vodafone;34687;1
Испания;;; Vodafone;346886;1
Испания;;; Vodafone;346888;1
Испания;;; Vodafone;346981;1
Испания;;;Xfera;34622;1
Испания;;;Xfera;34633;1
Испания;;;роуминг Amena;34656;1
Испания;;;роуминг Telefonica (Movistar);34609;1
Испания;;;роуминг Telefonica (Movistar);34619;1
Испания;;;роуминг Telefonica (Movistar);34629;1
Испания;;;роуминг Telefonica (Movistar);34630;1
Испания;;;роуминг Telefonica (Movistar);34639;1
Испания;;;роуминг Telefonica (Movistar);34690;1
Испания;;;роуминг Vodafone;34607;1
Испания;;;роуминг Vodafone;34610;1
Испания;;;роуминг Vodafone;34697;1
Испания;;;роуминг Xfera;346220;1
Испания;;;Специальные Сервисы;3451;0
Испания;;;Специальные Сервисы;3470;0
Испания;;;Специальные Сервисы;3480;0
Испания;;;Специальные Сервисы;3490;0
Испания;;;;347;1
Италия;;;;39;0
Италия;;;Hi3G;39373;1
Италия;;;Hi3G;3939;1
Италия;;;Omnitel (Vodafone);3934;1
Италия;;;Omnitel (Vodafone);39377;1
Италия;;;Omnitel (Vodafone);39383;1
Италия;;;Others;393;1
Италия;;;TIM;3933;1
Италия;;;TIM;3936;1
Италия;;;TIM;39370;1
Италия;;;Wind;3932;1
Италия;;;Wind;3938;1
Италия;;;роуминг Hi3G;393910;1
Италия;;; роуминг Omnitel (Vodafone);39349;1
Италия;;; роуминг Т1М;393358;1
Италия;;;роуминг Wind;393205;1
Йемен;;;;967;0
Йемен;;;Hits;96770;1
Йемен;;;MTN;96773;1
Йемен;;;Sabafon;96771;1
Йемен;;;Ymobile;96777;1
Кабо-Верде;;;;238;0
Кабо-Верде;;;;23859;1
Кабо-Верде;;;;2389;1
Казахстан;;;;771;0
Казахстан;;;;772;0
Казахстан;;Актау;;77292;0
Казахстан;;Актюбинск;;77132;0
Казахстан;;Алматы;;77272;0
Казахстан;;Алматы;;77273;0
Казахстан;;;Альтернативные сети;7760-7764;0
Казахстан;;Астана;;77172;0
Казахстан;;Атырау;;771222;0
Казахстан;;Караганда;;77212;0
Казахстан;;Костанай;;771430;0
Казахстан;;Кызылорда;;77242;0
Казахстан;;;Altel;7700;1
Казахстан;;;KarTel;7705;1
Казахстан;;;KarTel;7771;1
Казахстан;;;KarTel;7777;1
Казахстан;;;'K''Cell';7701;1
Казахстан;;;'K''Cell';7702;1
Казахстан;;;'K''Cell';7775;1
Казахстан;;;Telecom Service;7707;1
Казахстан;;;'роуминг K''Cell';77010;1
Казахстан;;Павлодар;;77182;0
Казахстан;;Петропавловск;;77152;0
Казахстан;;Тараз;;77262;0
Казахстан;;Уральск;;77112;0
Казахстан;;УстьКаменогорск;;77232;0
